order_id,order_date,customer_id,customer_type,city,category,product_name,quantity,unit_price,discount_pct,revenue,channel,payment_method,order_status
10074,2025-01-03,CUST0983,Returning,Bangalore,Home & Garden,Wall Clock,1,30.59,0,30.59,Social Media,Credit Card,Delivered
10075,2025-01-03,CUST2880,New,Ahmedabad,Home & Garden,Photo Frame,1,29.26,10,26.33,Organic Search,Credit Card,Delivered
10076,2025-01-03,CUST2231,Returning,Chennai,Sports,Skipping Rope,2,47.68,0,95.36,Social Media,Wallet,Returned
10077,2025-01-03,CUST3774,New,Hyderabad,Electronics,Phone Case,2,89.63,10,161.33,Paid Ads,Debit Card,Delivered
10078,2025-01-03,CUST0164,Returning,Kolkata,Apparel,Cap,1,36.27,0,36.27,Social Media,UPI,Delivered
10079,2025-01-04,CUST3365,New,Hyderabad,Beauty,Hair Oil,1,10.52,10,9.47,Social Media,Net Banking,Delivered
10080,2025-01-04,CUST2601,New,Ahmedabad,Apparel,Belt,3,24.72,5,70.45,Referral,Debit Card,Delivered
10081,2025-01-04,CUST1181,Returning,Kolkata,Electronics,Smart Watch,2,69.74,5,132.51,Email,UPI,Delivered
10082,2025-01-04,CUST3379,New,Mumbai,Electronics,Bluetooth Speaker,1,102.94,15,87.5,Social Media,UPI,Delivered
10083,2025-01-04,CUST0212,Returning,Chennai,Electronics,Bluetooth Speaker,1,82.39,0,82.39,Organic Search,Credit Card,Delivered
10084,2025-01-04,CUST0981,Returning,Bangalore,Sports,Running Belt,1,49.06,5,46.61,Paid Ads,Credit Card,Delivered
10085,2025-01-04,CUST2042,Returning,Hyderabad,Electronics,Smart Watch,1,53.81,10,48.43,Paid Ads,Credit Card,Cancelled
10086,2025-01-04,CUST2456,Returning,Jaipur,Beauty,Shampoo,1,13.62,0,13.62,Social Media,Credit Card,Delivered
10087,2025-01-04,CUST0011,Returning,Hyderabad,Home & Garden,Door Mat,1,51.51,0,51.51,Social Media,Net Banking,Delivered
10088,2025-01-04,CUST3125,New,Jaipur,Home & Garden,Plant Pot,1,39.37,0,39.37,Paid Ads,COD,Cancelled
10089,2025-01-04,CUST0179,Returning,Pune,Beauty,Shampoo,1,15.84,10,14.26,Social Media,UPI,Returned
10090,2025-01-04,CUST2418,Returning,Pune,Apparel,Hoodie,1,19.37,5,18.4,Email,Wallet,Delivered
10091,2025-01-04,CUST3973,New,Bangalore,Apparel,Belt,1,23.33,15,19.83,Organic Search,Net Banking,Delivered
10092,2025-01-04,CUST3520,New,Jaipur,Home & Garden,Door Mat,1,54.07,15,45.96,Paid Ads,Debit Card,Returned
10093,2025-01-04,CUST3773,New,Hyderabad,Home & Garden,Mug Set,1,22.74,5,21.6,Referral,UPI,Delivered
10094,2025-01-04,CUST0189,Returning,Pune,Electronics,Smart Watch,1,97.05,15,82.49,Email,Debit Card,Delivered
10095,2025-01-04,CUST0718,Returning,Delhi,Electronics,Webcam,1,96.14,0,96.14,Social Media,Debit Card,Returned
10096,2025-01-04,CUST1046,Returning,Mumbai,Apparel,Polo Shirt,1,35.06,0,35.06,Direct,Debit Card,Delivered
10097,2025-01-04,CUST2618,New,Kolkata,Apparel,Jeans,1,30.79,5,29.25,Social Media,Debit Card,Delivered
10098,2025-01-04,CUST1212,Returning,Hyderabad,Beauty,Eye Cream,1,19.53,0,19.53,Organic Search,Net Banking,Delivered
10099,2025-01-04,CUST3699,New,Hyderabad,Electronics,Wireless Earbuds,3,100.89,10,272.4,Email,Credit Card,Returned
10100,2025-01-04,CUST2701,New,Bangalore,Electronics,USB Hub,1,95.83,10,86.25,Social Media,Wallet,Delivered
10101,2025-01-04,CUST3726,New,Hyderabad,Electronics,Screen Protector,1,72.36,0,72.36,Paid Ads,Debit Card,Delivered
10102,2025-01-04,CUST1053,Returning,Ahmedabad,Sports,Foam Roller,1,46.97,10,42.27,Referral,Debit Card,Cancelled
10103,2025-01-04,CUST3524,New,Kolkata,Sports,Running Belt,3,19.93,20,47.83,Referral,Net Banking,Delivered
10104,2025-01-04,CUST3068,New,Hyderabad,Sports,Yoga Mat,1,19.33,0,19.33,Social Media,Net Banking,Cancelled
10105,2025-01-04,CUST1344,Returning,Surat,Electronics,USB Hub,1,91.47,15,77.75,Organic Search,Credit Card,Returned
10106,2025-01-04,CUST0153,Returning,Hyderabad,Sports,Jump Rope,1,19.08,0,19.08,Referral,Credit Card,Delivered
10107,2025-01-04,CUST3875,New,Jaipur,Apparel,Socks,1,42.81,10,38.53,Paid Ads,UPI,Delivered
10108,2025-01-04,CUST1146,Returning,Mumbai,Apparel,Jeans,2,40.78,15,69.33,Social Media,Credit Card,Delivered
10109,2025-01-04,CUST2642,New,Pune,Electronics,Bluetooth Speaker,1,96.43,5,91.61,Organic Search,Credit Card,Cancelled
10110,2025-01-04,CUST3978,New,Mumbai,Beauty,Eye Cream,1,15.3,5,14.54,Organic Search,Debit Card,Cancelled
10111,2025-01-04,CUST0885,Returning,Chennai,Sports,Gym Gloves,1,41.78,0,41.78,Paid Ads,Credit Card,Cancelled
10112,2025-01-04,CUST0451,Returning,Mumbai,Electronics,Phone Case,3,85.52,10,230.9,Organic Search,Debit Card,Returned
10113,2025-01-04,CUST2155,Returning,Delhi,Apparel,T-Shirt,1,19.94,10,17.95,Social Media,Debit Card,Returned
10114,2025-01-04,CUST2979,New,Jaipur,Apparel,Jeans,1,26.2,5,24.89,Paid Ads,UPI,Delivered
10115,2025-01-04,CUST1817,Returning,Delhi,Beauty,Sunscreen,1,12.7,10,11.43,Direct,Debit Card,Delivered
10116,2025-01-05,CUST2174,Returning,Hyderabad,Electronics,Keyboard,1,69.39,20,55.51,Paid Ads,UPI,Delivered
10117,2025-01-05,CUST0936,Returning,Kolkata,Home & Garden,Mug Set,2,28.6,0,57.2,Paid Ads,Debit Card,Delivered
10118,2025-01-05,CUST2814,New,Ahmedabad,Electronics,Power Bank,1,64.12,20,51.3,Organic Search,Net Banking,Delivered
10119,2025-01-05,CUST2301,Returning,Jaipur,Electronics,Bluetooth Speaker,2,86.73,5,164.79,Paid Ads,Credit Card,Delivered
10120,2025-01-05,CUST2460,Returning,Hyderabad,Home & Garden,Door Mat,2,48.84,20,78.14,Paid Ads,UPI,Delivered
10121,2025-01-05,CUST0471,Returning,Hyderabad,Home & Garden,Wall Clock,2,34.0,5,64.6,Social Media,Net Banking,Cancelled
10122,2025-01-05,CUST3806,New,Hyderabad,Beauty,Hair Oil,1,26.07,0,26.07,Organic Search,Credit Card,Returned
10123,2025-01-05,CUST1642,Returning,Delhi,Beauty,Nail Polish,1,31.75,5,30.16,Organic Search,UPI,Delivered
10124,2025-01-05,CUST1277,Returning,Pune,Home & Garden,Wall Clock,1,38.15,0,38.15,Email,UPI,Delivered
10125,2025-01-05,CUST1815,Returning,Kolkata,Electronics,Phone Case,2,48.73,0,97.46,Paid Ads,Debit Card,Delivered
10126,2025-01-05,CUST2430,Returning,Ahmedabad,Home & Garden,Candle Set,1,24.44,5,23.22,Paid Ads,Debit Card,Delivered
10127,2025-01-05,CUST0563,Returning,Hyderabad,Beauty,Face Serum,1,17.54,0,17.54,Organic Search,Credit Card,Delivered
10128,2025-01-05,CUST3414,New,Pune,Apparel,Hoodie,1,44.04,5,41.84,Organic Search,Wallet,Delivered
10129,2025-01-05,CUST2907,New,Kolkata,Electronics,Smart Watch,2,88.18,5,167.54,Organic Search,Debit Card,Cancelled
10130,2025-01-05,CUST1789,Returning,Delhi,Electronics,Keyboard,1,96.72,0,96.72,Organic Search,UPI,Delivered
10131,2025-01-05,CUST0313,Returning,Jaipur,Apparel,Cap,2,26.2,10,47.16,Social Media,UPI,Delivered
10132,2025-01-05,CUST0968,Returning,Delhi,Home & Garden,Storage Box,2,52.76,10,94.97,Organic Search,Credit Card,Delivered
10133,2025-01-05,CUST3091,New,Surat,Home & Garden,Candle Set,1,50.91,0,50.91,Email,Debit Card,Cancelled
10134,2025-01-05,CUST1802,Returning,Delhi,Apparel,Polo Shirt,1,53.93,0,53.93,Paid Ads,UPI,Returned
10135,2025-01-05,CUST0234,Returning,Pune,Apparel,Jacket,1,29.49,0,29.49,Email,Credit Card,Cancelled
10136,2025-01-05,CUST3909,New,Mumbai,Sports,Skipping Rope,1,28.46,5,27.04,Paid Ads,Net Banking,Delivered
10137,2025-01-05,CUST3322,New,Pune,Electronics,Screen Protector,1,116.83,0,116.83,Referral,Credit Card,Delivered
10138,2025-01-05,CUST1491,Returning,Pune,Electronics,Screen Protector,3,84.31,5,240.28,Direct,Debit Card,Returned
10139,2025-01-05,CUST0388,Returning,Jaipur,Home & Garden,Desk Lamp,2,45.89,0,91.78,Social Media,Debit Card,Returned
10140,2025-01-05,CUST0580,Returning,Pune,Home & Garden,Curtains,2,33.33,5,63.33,Paid Ads,UPI,Delivered
10141,2025-01-05,CUST3331,New,Bangalore,Electronics,Smart Watch,1,73.25,10,65.92,Social Media,Net Banking,Returned
10142,2025-01-05,CUST0075,Returning,Pune,Home & Garden,Mug Set,1,46.82,5,44.48,Paid Ads,COD,Delivered
10143,2025-01-05,CUST3459,New,Delhi,Home & Garden,Wall Clock,1,25.5,0,25.5,Paid Ads,UPI,Returned
10144,2025-01-05,CUST0632,Returning,Bangalore,Apparel,Jacket,2,40.87,5,77.65,Organic Search,UPI,Delivered
10145,2025-01-05,CUST3972,New,Ahmedabad,Sports,Running Belt,1,27.75,10,24.98,Social Media,Net Banking,Returned
10146,2025-01-05,CUST3421,New,Chennai,Electronics,USB Hub,1,105.65,0,105.65,Paid Ads,COD,Cancelled
10147,2025-01-05,CUST0664,Returning,Chennai,Apparel,Cap,2,36.61,0,73.22,Email,Credit Card,Delivered
10148,2025-01-05,CUST3487,New,Delhi,Home & Garden,Storage Box,1,24.1,10,21.69,Organic Search,Net Banking,Delivered
10149,2025-01-05,CUST3346,New,Ahmedabad,Sports,Resistance Bands,2,18.21,15,30.96,Direct,COD,Delivered
10150,2025-01-05,CUST0116,Returning,Pune,Apparel,Jacket,1,54.8,0,54.8,Direct,Net Banking,Delivered
10151,2025-01-05,CUST3405,New,Bangalore,Sports,Resistance Bands,1,47.11,0,47.11,Email,Debit Card,Delivered
10152,2025-01-06,CUST2162,Returning,Kolkata,Electronics,USB Hub,2,86.16,10,155.09,Organic Search,Debit Card,Delivered
10153,2025-01-06,CUST3428,New,Ahmedabad,Electronics,Power Bank,1,91.71,0,91.71,Social Media,Credit Card,Delivered
10154,2025-01-06,CUST2338,Returning,Kolkata,Electronics,Phone Case,1,45.12,0,45.12,Organic Search,UPI,Delivered
10155,2025-01-06,CUST0084,Returning,Kolkata,Electronics,Webcam,1,103.98,5,98.78,Direct,Credit Card,Delivered
10156,2025-01-06,CUST2692,New,Delhi,Electronics,Wireless Earbuds,1,50.07,0,50.07,Email,UPI,Delivered
10157,2025-01-06,CUST2805,New,Ahmedabad,Electronics,Webcam,1,93.21,10,83.89,Referral,Debit Card,Delivered
10158,2025-01-06,CUST3629,New,Mumbai,Electronics,Screen Protector,1,60.12,10,54.11,Paid Ads,Debit Card,Delivered
10159,2025-01-06,CUST1463,Returning,Mumbai,Sports,Running Belt,1,41.37,0,41.37,Email,Debit Card,Delivered
10160,2025-01-06,CUST3989,New,Bangalore,Electronics,Power Bank,2,112.1,0,224.2,Paid Ads,Debit Card,Cancelled
10161,2025-01-06,CUST3369,New,Bangalore,Apparel,Jeans,2,20.92,5,39.75,Paid Ads,Debit Card,Delivered
10162,2025-01-06,CUST1819,Returning,Pune,Home & Garden,Throw Pillow,1,48.71,0,48.71,Paid Ads,UPI,Cancelled
10163,2025-01-06,CUST0308,Returning,Kolkata,Home & Garden,Door Mat,1,59.2,15,50.32,Paid Ads,Net Banking,Returned
10164,2025-01-06,CUST0518,Returning,Delhi,Beauty,Hand Cream,2,26.95,0,53.9,Organic Search,UPI,Delivered
10165,2025-01-06,CUST1524,Returning,Ahmedabad,Beauty,Face Serum,1,26.98,15,22.93,Email,UPI,Delivered
10166,2025-01-06,CUST2045,Returning,Jaipur,Apparel,Cap,1,22.2,10,19.98,Paid Ads,UPI,Delivered
10167,2025-01-06,CUST2012,Returning,Chennai,Electronics,Screen Protector,1,90.89,5,86.35,Organic Search,Wallet,Delivered
10168,2025-01-06,CUST1310,Returning,Pune,Sports,Running Belt,3,43.37,20,104.09,Social Media,UPI,Delivered
10169,2025-01-06,CUST3251,New,Pune,Electronics,Phone Case,2,114.55,5,217.64,Paid Ads,Credit Card,Delivered
10170,2025-01-06,CUST3292,New,Jaipur,Electronics,Screen Protector,1,86.55,0,86.55,Organic Search,Wallet,Delivered
10171,2025-01-06,CUST0303,Returning,Bangalore,Apparel,Belt,1,46.46,10,41.81,Referral,UPI,Delivered
10172,2025-01-06,CUST2408,Returning,Bangalore,Home & Garden,Storage Box,1,53.16,5,50.5,Email,Credit Card,Delivered
10173,2025-01-06,CUST3829,New,Chennai,Sports,Water Bottle,1,25.64,0,25.64,Paid Ads,COD,Cancelled
10174,2025-01-06,CUST2561,New,Hyderabad,Sports,Jump Rope,1,48.47,0,48.47,Social Media,Credit Card,Delivered
10175,2025-01-06,CUST2479,Returning,Pune,Apparel,Polo Shirt,1,42.37,10,38.13,Email,UPI,Returned
10176,2025-01-06,CUST0864,Returning,Surat,Electronics,Wireless Earbuds,3,102.83,0,308.49,Paid Ads,UPI,Delivered
10177,2025-01-07,CUST1219,Returning,Ahmedabad,Apparel,Cap,1,47.77,5,45.38,Organic Search,Credit Card,Delivered
10178,2025-01-07,CUST1308,Returning,Pune,Apparel,Sneakers,1,23.32,15,19.82,Referral,Credit Card,Delivered
10179,2025-01-07,CUST0578,Returning,Delhi,Apparel,Jacket,1,22.53,0,22.53,Organic Search,COD,Cancelled
10180,2025-01-07,CUST0778,Returning,Bangalore,Apparel,Hoodie,2,52.55,10,94.59,Paid Ads,UPI,Delivered
10181,2025-01-07,CUST0987,Returning,Chennai,Electronics,Wireless Earbuds,1,74.49,0,74.49,Social Media,Credit Card,Delivered
10182,2025-01-07,CUST0549,Returning,Hyderabad,Apparel,Belt,1,18.3,0,18.3,Social Media,Net Banking,Delivered
10183,2025-01-07,CUST1583,Returning,Jaipur,Apparel,Polo Shirt,1,31.41,0,31.41,Paid Ads,UPI,Returned
10184,2025-01-07,CUST3256,New,Pune,Home & Garden,Curtains,1,59.0,0,59.0,Social Media,Debit Card,Delivered
10185,2025-01-07,CUST1365,Returning,Ahmedabad,Home & Garden,Door Mat,1,21.81,0,21.81,Paid Ads,Credit Card,Cancelled
10186,2025-01-07,CUST3452,New,Hyderabad,Electronics,Keyboard,1,74.47,5,70.75,Social Media,UPI,Delivered
10187,2025-01-07,CUST2760,New,Delhi,Apparel,Polo Shirt,1,48.18,0,48.18,Referral,UPI,Returned
10188,2025-01-07,CUST3982,New,Surat,Home & Garden,Desk Lamp,1,30.62,5,29.09,Social Media,UPI,Delivered
10189,2025-01-07,CUST0993,Returning,Mumbai,Electronics,Keyboard,2,73.51,10,132.32,Social Media,UPI,Delivered
10190,2025-01-07,CUST3175,New,Surat,Apparel,Socks,1,43.55,0,43.55,Direct,Wallet,Returned
10191,2025-01-07,CUST1960,Returning,Jaipur,Electronics,Phone Case,1,87.07,20,69.66,Paid Ads,COD,Delivered
10192,2025-01-07,CUST2635,New,Hyderabad,Apparel,Shorts,1,46.56,10,41.9,Social Media,Credit Card,Delivered
10193,2025-01-07,CUST2888,New,Chennai,Apparel,Sneakers,3,54.34,10,146.72,Social Media,Debit Card,Delivered
10194,2025-01-07,CUST3670,New,Kolkata,Apparel,Cap,1,39.22,5,37.26,Email,COD,Returned
10195,2025-01-07,CUST2687,New,Hyderabad,Electronics,Laptop Stand,3,50.93,15,129.87,Social Media,Credit Card,Returned
10196,2025-01-07,CUST2404,Returning,Chennai,Electronics,Webcam,2,55.3,5,105.07,Organic Search,UPI,Delivered
10197,2025-01-07,CUST2791,New,Bangalore,Home & Garden,Desk Lamp,1,33.21,0,33.21,Organic Search,UPI,Cancelled
10198,2025-01-07,CUST1316,Returning,Hyderabad,Apparel,Belt,1,25.38,20,20.3,Social Media,Wallet,Delivered
10199,2025-01-07,CUST3775,New,Bangalore,Apparel,Shorts,2,49.46,0,98.92,Paid Ads,Net Banking,Cancelled
10200,2025-01-07,CUST3573,New,Hyderabad,Electronics,Power Bank,2,58.97,10,106.15,Direct,Credit Card,Delivered
10201,2025-01-07,CUST2024,Returning,Bangalore,Electronics,Bluetooth Speaker,1,119.18,5,113.22,Email,Debit Card,Delivered
10202,2025-01-07,CUST0058,Returning,Pune,Electronics,Phone Case,2,93.62,10,168.52,Email,UPI,Returned
10203,2025-01-07,CUST2742,New,Delhi,Electronics,Power Bank,2,83.65,0,167.3,Organic Search,Credit Card,Delivered
10204,2025-01-07,CUST1351,Returning,Hyderabad,Electronics,Laptop Stand,1,78.51,0,78.51,Social Media,UPI,Delivered
10205,2025-01-08,CUST2811,New,Jaipur,Home & Garden,Desk Lamp,2,38.62,0,77.24,Direct,Wallet,Returned
10206,2025-01-08,CUST1959,Returning,Bangalore,Home & Garden,Throw Pillow,1,28.83,20,23.06,Paid Ads,COD,Delivered
10207,2025-01-08,CUST3121,New,Chennai,Home & Garden,Photo Frame,2,52.08,10,93.74,Social Media,UPI,Returned
10208,2025-01-08,CUST0253,Returning,Jaipur,Apparel,Shorts,2,20.89,5,39.69,Direct,Credit Card,Delivered
10209,2025-01-08,CUST2003,Returning,Delhi,Electronics,Webcam,1,96.02,10,86.42,Direct,Debit Card,Delivered
10210,2025-01-08,CUST3306,New,Hyderabad,Electronics,Power Bank,1,49.33,0,49.33,Social Media,Debit Card,Returned
10211,2025-01-08,CUST2217,Returning,Mumbai,Home & Garden,Curtains,1,36.95,10,33.26,Direct,Credit Card,Cancelled
10212,2025-01-08,CUST2988,New,Kolkata,Electronics,Power Bank,1,55.16,5,52.4,Paid Ads,Wallet,Delivered
10213,2025-01-08,CUST2209,Returning,Bangalore,Beauty,Sunscreen,1,27.07,5,25.72,Social Media,Debit Card,Delivered
10214,2025-01-08,CUST3098,New,Mumbai,Apparel,Shorts,1,54.21,10,48.79,Referral,Debit Card,Returned
10215,2025-01-08,CUST1130,Returning,Chennai,Apparel,Socks,2,27.16,0,54.32,Direct,UPI,Delivered
